Time,X,Y,P
1321,0.071,0.855,0.021
1334,0.071,0.856,0.157
1334,0.071,0.856,0.157
1344,0.07,0.858,0.185
1356,0.069,0.858,0.202
1372,0.068,0.86,0.22
1390,0.066,0.861,0.274
1406,0.063,0.861,0.312
1428,0.058,0.855,0.329
1430,0.057,0.854,0.331
1444,0.053,0.847,0.335
1457,0.046,0.836,0.368
1475,0.038,0.816,0.446
1491,0.033,0.796,0.491
1508,0.028,0.768,0.517
1524,0.027,0.747,0.528
1543,0.032,0.731,0.542
1559,0.038,0.729,0.544
1575,0.046,0.736,0.546
1592,0.054,0.755,0.548
1608,0.061,0.775,0.546
1623,0.066,0.799,0.556
1640,0.071,0.825,0.597
1658,0.073,0.84,0.638
1678,0.074,0.846,0.659
1690,0.074,0.844,0.675
1706,0.073,0.834,0.704
1724,0.071,0.814,0.749
1741,0.07,0.785,0.812
1759,0.069,0.751,0.88
1772,0.069,0.729,0.909
1790,0.071,0.707,0.915
1806,0.074,0.7,0.608
1826,0.078,0.706,0.03
1829,NaN,NaN,NaN
