Time,X,Y,P
16878,0.763,0.267,0.026
16885,0.762,0.267,0.071
16885,0.762,0.267,0.071
16890,0.761,0.266,0.165
16911,0.76,0.266,0.247
16930,0.76,0.265,0.282
16942,0.761,0.265,0.347
16959,0.761,0.265,0.38
16978,0.764,0.265,0.413
16994,0.767,0.267,0.423
17012,0.772,0.268,0.429
17026,0.774,0.269,0.429
17042,0.775,0.269,0.429
17060,0.774,0.265,0.474
17078,0.771,0.256,0.522
17092,0.768,0.249,0.56
17110,0.764,0.239,0.655
17127,0.761,0.227,0.739
17144,0.759,0.216,0.78
17165,0.758,0.209,0.827
17176,0.759,0.207,0.854
17193,0.763,0.207,0.886
17213,0.769,0.212,0.897
17228,0.776,0.219,0.896
17245,0.782,0.226,0.856
17259,0.785,0.231,0.708
17280,0.787,0.235,0.249
17289,0.787,0.236,0.091
17290,NaN,NaN,NaN
