Time,X,Y,P
9488,0.337,0.325,0.009
9505,0.337,0.332,0.214
9505,0.337,0.332,0.214
9519,0.337,0.335,0.31
9535,0.336,0.333,0.458
9551,0.335,0.325,0.558
9599,0.338,0.288,0.718
9608,0.339,0.285,0.726
9658,0.348,0.287,0.784
9693,0.352,0.315,0.786
9703,0.352,0.322,0.786
9719,0.351,0.331,0.798
9735,0.351,0.332,0.806
9751,0.351,0.329,0.851
9771,0.352,0.324,0.909
9789,0.354,0.316,0.968
9801,0.356,0.311,1
9817,0.358,0.305,1
9835,0.361,0.301,1
9851,0.364,0.305,1
9867,0.365,0.311,1
9883,0.367,0.321,1
9901,0.367,0.334,1
9917,0.365,0.342,1
9935,0.364,0.348,1
9955,0.364,0.347,0.356
9968,0.364,0.346,0.044
9971,NaN,NaN,NaN
