Time,X,Y,P
23417,0.197,0.922,0.05
23426,0.197,0.924,0.192
23426,0.197,0.924,0.192
23443,0.196,0.925,0.358
23460,0.196,0.926,0.413
23480,0.195,0.925,0.528
23495,0.195,0.92,0.575
23510,0.194,0.911,0.591
23527,0.193,0.895,0.599
23543,0.192,0.871,0.614
23564,0.193,0.841,0.657
23582,0.195,0.814,0.712
23595,0.196,0.795,0.749
23610,0.198,0.782,0.792
23626,0.199,0.772,0.851
23643,0.201,0.767,0.892
23660,0.203,0.768,0.905
23677,0.205,0.772,0.899
23693,0.207,0.778,0.901
23709,0.21,0.791,0.903
23730,0.212,0.808,0.905
23748,0.211,0.827,0.903
23760,0.207,0.836,0.901
23776,0.204,0.835,0.901
23793,0.198,0.821,0.897
23813,0.195,0.807,0.849
23831,0.194,0.8,0.517
23845,0.196,0.802,0.011
23849,NaN,NaN,NaN
