Time,X,Y,P
33699,0.505,0.444,0.024
33712,0.505,0.445,0.347
33713,0.505,0.445,0.347
33733,0.505,0.444,0.673
33745,0.505,0.439,0.739
33761,0.505,0.428,0.841
33780,0.504,0.412,0.938
33781,0.503,0.408,0.948
33797,0.502,0.393,0.987
33810,0.501,0.38,1
33827,0.499,0.36,1
33843,0.498,0.344,1
33861,0.498,0.322,0.954
33881,0.499,0.301,0.708
33897,0.502,0.281,0.319
33911,0.505,0.271,0.034
33912,NaN,NaN,NaN
34078,0.543,0.327,0.058
34094,0.542,0.334,0.331
34094,0.542,0.334,0.331
34111,0.54,0.339,0.446
34131,0.538,0.341,0.54
34149,0.534,0.341,0.632
34161,0.528,0.344,0.716
34177,0.522,0.346,0.808
34195,0.515,0.348,0.882
34212,0.507,0.349,0.915
34229,0.502,0.349,0.935
34244,0.497,0.347,0.946
34261,0.493,0.345,0.96
34280,0.491,0.34,1
34293,0.491,0.334,1
34310,0.493,0.325,1
34327,0.496,0.312,1
34345,0.502,0.294,0.696
34361,0.509,0.278,0.069
34367,0.511,0.275,0.017
34368,NaN,NaN,NaN
