Time,X,Y,P
13026,0.773,0.332,0.097
13027,0.773,0.332,0.261
13027,0.773,0.332,0.261
13047,0.776,0.341,0.755
13065,0.782,0.353,0.886
13081,0.788,0.362,0.931
13097,0.794,0.362,0.952
13114,0.799,0.358,0.978
13131,0.803,0.347,1
13147,0.803,0.331,1
13167,0.799,0.309,1
13183,0.793,0.286,1
13199,0.788,0.269,1
13213,0.785,0.254,1
13231,0.784,0.241,1
13247,0.787,0.233,1
13269,0.794,0.226,1
13282,0.799,0.224,0.976
13297,0.804,0.225,0.399
13312,0.806,0.228,0.007
13313,NaN,NaN,NaN
13408,0.768,0.274,0.093
13419,0.768,0.278,0.657
13419,0.768,0.278,0.657
13430,0.768,0.28,0.995
13447,0.771,0.282,1
13465,0.776,0.284,1
13481,0.787,0.284,1
13498,0.805,0.284,0.837
13517,0.824,0.28,0.11
13525,0.83,0.279,0.003
13527,NaN,NaN,NaN
