Time,X,Y,P
6322,0.942,0.886,0.087
6331,0.942,0.886,0.44
6331,0.942,0.886,0.44
6346,0.942,0.884,0.878
6363,0.938,0.873,1
6381,0.929,0.849,1
6396,0.922,0.827,1
6413,0.911,0.793,1
6430,0.906,0.771,1
6448,0.906,0.752,1
6463,0.912,0.741,1
6481,0.927,0.734,1
6498,0.938,0.732,1
6513,0.946,0.733,0.565
6530,0.948,0.736,0.022
6534,NaN,NaN,NaN
6614,0.909,0.796,0.081
6631,0.901,0.802,0.823
6631,0.901,0.802,0.823
6647,0.897,0.804,1
6664,0.899,0.806,1
6679,0.913,0.806,1
6696,0.933,0.805,1
6713,0.957,0.802,1
6731,0.973,0.8,0.485
6747,0.981,0.798,0.03
6749,NaN,NaN,NaN
