Time,X,Y,P
9518,0.499,0.807,0.028
9531,0.498,0.808,0.116
9531,0.498,0.808,0.116
9547,0.496,0.811,0.313
9568,0.494,0.814,0.378
9583,0.49,0.814,0.407
9598,0.486,0.811,0.421
9615,0.483,0.802,0.452
9633,0.478,0.791,0.507
9651,0.476,0.778,0.554
9665,0.477,0.771,0.589
9683,0.481,0.768,0.636
9700,0.484,0.772,0.657
9716,0.489,0.784,0.669
9732,0.492,0.795,0.673
9749,0.495,0.812,0.679
9764,0.495,0.833,0.679
9783,0.494,0.849,0.69
9802,0.491,0.852,0.694
9816,0.488,0.844,0.698
9833,0.486,0.831,0.722
9848,0.488,0.813,0.772
9866,0.492,0.8,0.802
9882,0.498,0.789,0.847
9900,0.505,0.782,0.878
9914,0.507,0.78,0.886
9932,0.511,0.778,0.802
9948,0.513,0.779,0.198
9958,0.514,0.782,0.011
9959,NaN,NaN,NaN
