Time,X,Y,P
6058,0.496,0.847,0.009
6065,0.496,0.846,0.155
6065,0.496,0.846,0.155
6089,0.496,0.845,0.259
6100,0.496,0.844,0.272
6115,0.497,0.84,0.296
6132,0.498,0.833,0.343
6149,0.499,0.824,0.382
6150,0.499,0.821,0.388
6165,0.501,0.814,0.415
6183,0.502,0.802,0.462
6199,0.503,0.794,0.511
6217,0.503,0.789,0.55
6233,0.503,0.786,0.579
6249,0.503,0.785,0.595
6270,0.503,0.786,0.651
6282,0.503,0.788,0.655
6298,0.503,0.793,0.657
6316,0.501,0.801,0.657
6333,0.499,0.807,0.665
6349,0.497,0.809,0.669
6366,0.494,0.809,0.669
6382,0.491,0.808,0.669
6398,0.488,0.806,0.669
6416,0.486,0.801,0.673
6433,0.485,0.796,0.679
6450,0.487,0.791,0.687
6466,0.49,0.787,0.694
6482,0.494,0.785,0.7
6500,0.498,0.785,0.712
6515,0.502,0.785,0.728
6533,0.503,0.785,0.739
6549,0.504,0.785,0.747
6566,0.504,0.785,0.708
6597,NaN,NaN,NaN
