Time,X,Y,P
6613,0.803,0.767,0.058
6614,0.803,0.769,0.169
6614,0.803,0.769,0.169
6624,0.803,0.775,0.39
6639,0.803,0.786,0.536
6657,0.801,0.799,0.595
6673,0.798,0.808,0.624
6690,0.792,0.815,0.646
6706,0.784,0.818,0.7
6723,0.774,0.816,0.79
6740,0.765,0.811,0.86
6756,0.76,0.806,0.896
6776,0.754,0.795,0.948
6790,0.753,0.786,0.987
6806,0.754,0.775,1
6823,0.759,0.76,1
6844,0.767,0.744,1
6856,0.773,0.731,1
6873,0.781,0.708,1
6890,0.787,0.687,1
6906,0.79,0.674,1
6926,0.789,0.667,0.819
6940,0.787,0.669,0.271
6954,0.784,0.674,0.005
6955,NaN,NaN,NaN
