Time,X,Y,P
24636,0.618,0.258,0.042
24645,0.618,0.254,0.183
24645,0.618,0.254,0.183
24663,0.617,0.251,0.321
24683,0.618,0.249,0.401
24697,0.618,0.251,0.522
24713,0.62,0.253,0.604
24729,0.623,0.262,0.692
24751,0.627,0.281,0.749
24765,0.63,0.298,0.794
24780,0.633,0.316,0.831
24795,0.637,0.336,0.853
24814,0.64,0.361,0.862
24829,0.642,0.381,0.864
24848,0.643,0.402,0.868
24868,0.641,0.416,0.872
24880,0.638,0.42,0.874
24896,0.633,0.416,0.88
24913,0.627,0.4,0.888
24932,0.622,0.375,0.919
24945,0.619,0.356,0.958
24965,0.617,0.322,1
24980,0.618,0.301,1
25000,0.623,0.28,1
25017,0.629,0.267,1
25032,0.638,0.26,1
25047,0.644,0.26,1
25063,0.651,0.267,0.317
25077,0.655,0.275,0.019
25079,NaN,NaN,NaN
