Time,X,Y,P
16109,0.335,0.816,0.017
16126,0.335,0.815,0.237
16126,0.335,0.815,0.237
16144,0.334,0.814,0.364
16161,0.334,0.809,0.54
16183,0.333,0.799,0.749
16185,0.333,0.796,0.78
16203,0.333,0.781,0.925
16223,0.334,0.762,1
16247,0.335,0.736,1
16268,0.336,0.714,1
16288,0.336,0.704,1
16315,0.336,0.699,0.817
16328,0.335,0.701,0.001
16330,NaN,NaN,NaN
16449,0.336,0.798,0.04
16473,0.333,0.802,0.263
16473,0.333,0.802,0.263
16493,0.332,0.807,0.444
16514,0.332,0.809,0.589
16536,0.332,0.811,0.815
16559,0.333,0.813,0.935
16578,0.336,0.816,1
16600,0.34,0.819,1
16618,0.344,0.818,1
16644,0.351,0.812,1
16659,0.355,0.805,1
16684,0.359,0.792,1
16702,0.359,0.781,1
16724,0.356,0.769,1
16746,0.349,0.762,1
16764,0.343,0.759,1
16788,0.338,0.762,1
16806,0.336,0.766,0.392
16818,0.337,0.768,0.108
16819,NaN,NaN,NaN
