Time,X,Y,P
19128,0.904,0.845,0.005
19131,0.904,0.846,0.048
19131,0.904,0.846,0.048
19138,0.904,0.848,0.116
19156,0.902,0.855,0.249
19192,0.896,0.864,0.401
19195,0.894,0.864,0.419
19203,0.892,0.862,0.444
19217,0.887,0.858,0.528
19233,0.882,0.845,0.653
19251,0.879,0.831,0.749
19271,0.881,0.819,0.856
19284,0.886,0.814,0.894
19300,0.893,0.816,0.913
19318,0.903,0.822,0.923
19336,0.915,0.834,0.927
19354,0.924,0.841,0.925
19370,0.927,0.839,0.94
19385,0.926,0.831,0.954
19403,0.918,0.804,0.966
19419,0.908,0.773,0.97
19435,0.893,0.733,0.987
19451,0.882,0.704,1
19470,0.872,0.681,1
19483,0.871,0.681,1
19502,0.875,0.699,1
19519,0.889,0.733,1
19534,0.908,0.762,1
19550,0.931,0.786,1
19568,0.957,0.805,1
19585,0.975,0.814,1
19601,0.983,0.818,1
19618,0.987,0.82,0.96
19633,0.986,0.82,0.749
19651,0.984,0.818,0.364
19668,0.98,0.815,0.003
19669,NaN,NaN,NaN
