Time,X,Y,P
10148,0.476,0.333,0.05
10165,0.475,0.334,0.255
10165,0.475,0.334,0.255
10183,0.475,0.333,0.597
10198,0.476,0.329,0.79
10214,0.479,0.324,0.974
10232,0.484,0.313,1
10233,0.485,0.312,1
10247,0.488,0.305,1
10264,0.493,0.296,1
10282,0.496,0.291,1
10298,0.497,0.289,1
10314,0.497,0.288,1
10331,0.496,0.291,0.823
10348,0.495,0.295,0.272
10363,0.494,0.302,0.003
10364,NaN,NaN,NaN
10404,0.494,0.327,0.017
10415,0.494,0.331,0.239
10415,0.494,0.331,0.239
10430,0.493,0.331,0.626
10448,0.492,0.326,0.948
10464,0.489,0.318,1
10480,0.487,0.308,1
10497,0.485,0.298,1
10515,0.484,0.291,1
10531,0.485,0.286,0.374
10547,0.488,0.286,0.044
10548,NaN,NaN,NaN
