Time,X,Y,P
20729,0.459,0.356,0.126
20730,0.459,0.355,0.239
20731,0.459,0.355,0.239
20747,0.461,0.347,0.546
20764,0.463,0.335,0.681
20781,0.467,0.322,0.72
20797,0.476,0.302,0.731
20814,0.488,0.284,0.675
20831,0.497,0.271,0.575
20848,0.506,0.259,0.382
20863,0.511,0.256,0.14
20872,0.512,0.256,0.028
20873,NaN,NaN,NaN
20968,0.514,0.322,0.067
20981,0.511,0.324,0.368
20982,0.511,0.324,0.368
20997,0.506,0.321,0.544
21014,0.499,0.313,0.63
21031,0.492,0.301,0.661
21046,0.485,0.284,0.673
21064,0.477,0.266,0.675
21080,0.471,0.253,0.646
21097,0.466,0.245,0.503
21113,0.464,0.241,0.138
21119,NaN,NaN,NaN
