Time,X,Y,P
12698,0.236,0.158,0.007
12711,0.236,0.16,0.222
12711,0.236,0.16,0.222
12728,0.235,0.162,0.337
12749,0.235,0.164,0.378
12761,0.235,0.165,0.411
12779,0.235,0.165,0.444
12795,0.237,0.164,0.575
12813,0.239,0.159,0.708
12829,0.241,0.151,0.767
12848,0.244,0.141,0.794
12849,0.244,0.14,0.796
12860,0.245,0.135,0.804
12878,0.247,0.129,0.843
12896,0.248,0.128,0.876
12913,0.249,0.134,0.911
12933,0.251,0.146,0.919
12945,0.251,0.155,0.921
12962,0.252,0.171,0.903
12980,0.253,0.184,0.819
12994,0.253,0.191,0.628
13011,0.254,0.196,0.167
13018,0.254,0.198,0.038
13020,NaN,NaN,NaN
