Time,X,Y,P
15916,0.622,0.296,0.118
15921,0.621,0.296,0.231
15921,0.621,0.296,0.231
15939,0.619,0.294,0.659
15957,0.618,0.295,0.897
15969,0.619,0.296,1
15988,0.623,0.299,1
16004,0.629,0.306,1
16023,0.638,0.318,1
16036,0.647,0.333,1
16052,0.654,0.351,1
16070,0.659,0.372,1
16085,0.659,0.382,1
16103,0.657,0.385,1
16121,0.653,0.376,1
16137,0.649,0.361,1
16153,0.646,0.342,1
16169,0.643,0.316,1
16186,0.644,0.296,1
16204,0.648,0.286,1
16220,0.654,0.285,1
16259,0.667,0.289,0.964
16268,0.667,0.289,0.854
16285,0.667,0.292,0.028
16289,NaN,NaN,NaN
