Time,X,Y,P
36001,0.227,0.272,0.046
36001,0.226,0.272,0.103
36002,0.226,0.272,0.103
36016,0.226,0.272,0.304
36120,0.226,0.271,0.431
36131,0.226,0.269,0.472
36148,0.226,0.267,0.538
36164,0.226,0.264,0.612
36183,0.226,0.26,0.64
36198,0.227,0.255,0.646
36215,0.228,0.251,0.657
36218,0.228,0.249,0.661
36233,0.228,0.246,0.685
36249,0.229,0.241,0.692
36264,0.229,0.236,0.694
36281,0.229,0.233,0.696
36297,0.229,0.228,0.729
36314,0.229,0.222,0.817
36332,0.229,0.218,0.862
36347,0.229,0.215,0.876
36365,0.229,0.211,0.886
36381,0.229,0.207,0.89
36399,0.229,0.204,0.896
36417,0.229,0.2,0.909
36433,0.229,0.196,0.925
36448,0.228,0.194,0.948
36464,0.228,0.192,0.962
36482,0.228,0.189,0.97
36497,0.228,0.188,0.97
36514,0.228,0.186,0.96
36531,0.227,0.186,0.958
36548,0.227,0.185,0.944
36565,0.227,0.185,0.876
36582,0.227,0.186,0.177
36592,NaN,NaN,NaN
37264,0.221,0.315,0.021
37293,0.221,0.316,0.237
37294,0.221,0.316,0.237
37320,0.221,0.318,0.282
37339,0.221,0.318,0.36
37350,0.221,0.319,0.397
37364,0.22,0.319,0.421
37381,0.219,0.319,0.456
37409,0.22,0.319,0.507
37427,0.22,0.318,0.491
37464,0.219,0.316,0.124
37468,NaN,NaN,NaN
