Time,X,Y,P
8788,0.784,0.832,0.015
8790,0.784,0.832,0.093
8790,0.784,0.832,0.093
8800,0.785,0.834,0.271
8823,0.786,0.841,0.483
8839,0.785,0.849,0.579
8860,0.783,0.858,0.642
8880,0.777,0.86,0.683
8902,0.77,0.855,0.716
8924,0.763,0.846,0.806
8944,0.761,0.827,0.899
8964,0.763,0.809,0.974
8986,0.767,0.784,1
9006,0.771,0.765,1
9028,0.772,0.747,1
9046,0.771,0.736,1
9073,0.766,0.733,1
9090,0.762,0.735,0.655
9109,0.759,0.742,0.058
9111,0.759,0.745,0.007
9113,NaN,NaN,NaN
9196,0.761,0.791,0.069
9217,0.762,0.792,0.552
9217,0.762,0.792,0.552
9239,0.762,0.793,0.866
9256,0.764,0.794,1
9280,0.773,0.795,1
9301,0.782,0.798,0.853
9318,0.786,0.799,0.212
9327,0.788,0.801,0.015
9329,NaN,NaN,NaN
