Time,X,Y,P
16679,0.333,0.339,0.013
16687,0.333,0.342,0.134
16687,0.333,0.342,0.134
16706,0.334,0.347,0.229
16728,0.336,0.352,0.386
16750,0.336,0.353,0.466
16768,0.336,0.349,0.724
16792,0.334,0.338,0.851
16813,0.331,0.32,0.89
16816,0.331,0.316,0.894
16833,0.33,0.304,0.897
16854,0.331,0.295,0.858
16874,0.334,0.3,0.806
16895,0.338,0.313,0.774
16915,0.342,0.326,0.771
16938,0.344,0.333,0.771
16957,0.344,0.329,0.772
16978,0.342,0.318,0.772
17000,0.341,0.306,0.772
17021,0.343,0.302,0.774
17041,0.346,0.307,0.792
17062,0.352,0.325,0.88
17083,0.355,0.341,0.903
17103,0.356,0.356,0.233
17115,0.356,0.36,0.03
17117,NaN,NaN,NaN
