Time,X,Y,P
8891,0.354,0.819,0.024
8898,0.354,0.82,0.073
8898,0.354,0.82,0.073
8918,0.355,0.826,0.351
8933,0.355,0.829,0.483
8948,0.353,0.832,0.562
8966,0.349,0.831,0.595
8983,0.344,0.824,0.606
8988,0.342,0.82,0.612
8999,0.339,0.811,0.63
9017,0.337,0.798,0.649
9032,0.336,0.786,0.669
9049,0.339,0.776,0.698
9068,0.346,0.774,0.769
9084,0.355,0.778,0.862
9099,0.362,0.784,0.903
9119,0.366,0.789,0.925
9133,0.368,0.792,0.931
9150,0.367,0.794,0.743
9164,0.366,0.794,0.196
9173,0.366,0.794,0.062
9175,NaN,NaN,NaN
