Time,X,Y,P
13511,0.505,0.774,0.083
13521,0.506,0.773,0.339
13521,0.506,0.773,0.339
13538,0.507,0.774,0.526
13556,0.508,0.779,0.737
13567,0.508,0.784,0.819
13584,0.506,0.789,0.878
13602,0.503,0.794,0.901
13620,0.497,0.796,0.903
13636,0.493,0.796,0.899
13652,0.488,0.789,0.905
13668,0.486,0.781,0.917
13688,0.487,0.769,0.937
13703,0.492,0.761,0.956
13718,0.496,0.76,0.964
13737,0.503,0.765,0.966
13754,0.507,0.772,0.972
13772,0.509,0.779,0.983
13784,0.508,0.781,0.989
13801,0.508,0.781,0.991
13818,0.507,0.779,0.995
13835,0.506,0.771,1
13852,0.506,0.761,1
13870,0.506,0.745,1
13886,0.506,0.727,1
13901,0.506,0.718,1
13918,0.506,0.708,1
13934,0.506,0.705,1
13953,0.508,0.707,1
13968,0.511,0.712,1
13985,0.514,0.718,1
14001,0.519,0.726,1
14018,0.524,0.732,0.911
14034,0.526,0.735,0.204
14042,0.527,0.736,0.065
14043,NaN,NaN,NaN
