Time,X,Y,P
125379,0.489,0.333,0.003
125379,0.489,0.334,0.073
125379,0.489,0.334,0.073
125385,0.489,0.336,0.187
125405,0.49,0.344,0.415
125426,0.491,0.347,0.54
125446,0.491,0.344,0.876
125468,0.491,0.331,1
125491,0.49,0.312,1
125496,0.49,0.307,1
125511,0.49,0.298,1
125531,0.491,0.293,1
125552,0.494,0.296,1
125579,0.499,0.312,1
125595,0.505,0.326,1
125615,0.509,0.338,1
125636,0.512,0.347,1
125655,0.513,0.348,1
125676,0.512,0.345,1
125697,0.512,0.34,1
125719,0.512,0.336,1
125740,0.511,0.335,1
125761,0.509,0.333,1
125783,0.506,0.329,1
125803,0.503,0.325,1
125822,0.499,0.321,1
125842,0.496,0.32,1
125865,0.495,0.319,1
125884,0.495,0.316,1
125908,0.499,0.313,1
125929,0.505,0.311,1
125949,0.509,0.308,1
125970,0.512,0.302,1
125989,0.512,0.295,0.651
126009,0.513,0.293,0.157
126011,NaN,NaN,NaN
