Time,X,Y,P
7695,0.197,0.316,0.032
7710,0.197,0.32,0.196
7710,0.197,0.32,0.196
7721,0.197,0.324,0.302
7738,0.197,0.325,0.349
7756,0.197,0.321,0.519
7773,0.197,0.309,0.649
7788,0.197,0.295,0.761
7808,0.197,0.275,0.854
7824,0.198,0.261,0.892
7840,0.199,0.254,0.915
7856,0.203,0.253,0.931
7873,0.206,0.26,0.931
7892,0.209,0.275,0.931
7907,0.21,0.293,0.921
7923,0.211,0.309,0.919
7940,0.21,0.324,0.917
7955,0.21,0.329,0.909
7972,0.21,0.328,0.907
7989,0.212,0.325,0.866
8008,0.217,0.321,0.495
8024,0.226,0.321,0.001
8029,NaN,NaN,NaN
