Time,X,Y,P
5347,0.334,0.82,0.03
5354,0.334,0.821,0.134
5354,0.334,0.821,0.134
5369,0.333,0.821,0.249
5384,0.334,0.821,0.345
5434,0.334,0.82,0.536
5451,0.334,0.815,0.671
5469,0.334,0.802,0.757
5486,0.334,0.788,0.817
5487,0.334,0.785,0.833
5501,0.335,0.767,0.897
5517,0.335,0.752,0.96
5534,0.336,0.738,0.993
5550,0.336,0.732,0.978
5567,0.337,0.732,0.929
5585,0.338,0.739,0.685
5601,0.339,0.747,0.464
5617,0.34,0.756,0.167
5624,0.341,0.76,0.038
5625,NaN,NaN,NaN
5731,0.338,0.811,0.077
5735,0.338,0.812,0.181
5735,0.338,0.812,0.181
5751,0.338,0.814,0.517
5778,0.338,0.814,0.683
5790,0.339,0.815,0.698
5802,0.339,0.815,0.739
5818,0.341,0.82,0.886
5834,0.343,0.824,0.979
5850,0.347,0.829,1
5868,0.351,0.833,1
5884,0.357,0.833,1
5901,0.364,0.827,1
5917,0.369,0.818,1
5935,0.372,0.804,1
5950,0.372,0.793,1
5967,0.368,0.784,1
5985,0.359,0.781,1
6002,0.352,0.781,0.726
6018,0.347,0.782,0.22
6028,0.346,0.781,0.026
6029,NaN,NaN,NaN
