Time,X,Y,P
8459,0.344,0.789,0.032
8469,0.344,0.788,0.13
8469,0.344,0.788,0.13
8489,0.344,0.788,0.218
8509,0.343,0.782,0.31
8532,0.344,0.769,0.313
8533,0.345,0.767,0.313
8551,0.346,0.753,0.315
8572,0.346,0.736,0.331
8593,0.346,0.725,0.382
8613,0.344,0.719,0.454
8637,0.342,0.716,0.497
8662,0.339,0.721,0.513
8675,0.338,0.726,0.509
8700,0.336,0.741,0.513
8718,0.336,0.758,0.517
8743,0.336,0.78,0.519
8759,0.338,0.794,0.519
8780,0.343,0.806,0.522
8801,0.349,0.812,0.524
8822,0.355,0.815,0.522
8843,0.358,0.814,0.509
8864,0.357,0.805,0.517
8884,0.354,0.794,0.515
8909,0.348,0.779,0.517
8925,0.344,0.768,0.517
8947,0.337,0.756,0.513
8970,0.333,0.749,0.466
8993,0.33,0.746,0.163
9000,0.329,0.746,0.003
9001,NaN,NaN,NaN
