Time,X,Y,P
14130,0.494,0.372,0.013
14130,0.494,0.373,0.065
14130,0.494,0.373,0.065
14149,0.494,0.373,0.294
14165,0.494,0.369,0.474
14182,0.493,0.354,0.813
14200,0.494,0.332,1
14216,0.494,0.301,1
14232,0.494,0.281,1
14250,0.494,0.266,1
14266,0.494,0.261,0.88
14282,0.495,0.266,0.403
14299,0.495,0.276,0.13
14316,0.495,0.289,0.046
14332,0.495,0.3,0.212
14349,0.496,0.307,0.448
14365,0.498,0.314,0.792
14383,0.503,0.322,1
14400,0.508,0.332,1
14416,0.514,0.344,1
14433,0.519,0.355,1
14449,0.522,0.362,1
14465,0.522,0.364,0.739
14482,0.519,0.362,0.253
14494,0.516,0.36,0.009
14495,NaN,NaN,NaN
14548,0.503,0.333,0.058
14549,0.503,0.331,0.144
14549,0.503,0.331,0.144
14566,0.503,0.322,0.573
14582,0.505,0.311,1
14600,0.507,0.298,1
14615,0.511,0.281,1
14631,0.514,0.271,1
14649,0.517,0.262,0.731
14666,0.519,0.259,0.069
14673,NaN,NaN,NaN
