Time,X,Y,P
6694,0.916,0.804,0.015
6704,0.916,0.805,0.073
6704,0.916,0.805,0.073
6721,0.917,0.809,0.14
6739,0.917,0.812,0.187
6759,0.918,0.814,0.237
6773,0.918,0.813,0.351
6788,0.918,0.809,0.425
6805,0.917,0.795,0.483
6823,0.916,0.773,0.503
6837,0.916,0.755,0.509
6855,0.917,0.739,0.53
6871,0.92,0.731,0.534
6889,0.924,0.726,0.536
6907,0.928,0.727,0.495
6922,0.931,0.731,0.394
6938,0.933,0.734,0.257
6949,0.933,0.738,0.036
6951,NaN,NaN,NaN
7069,0.912,0.776,0.052
7075,0.911,0.776,0.2
7075,0.911,0.776,0.2
7087,0.908,0.779,0.362
7104,0.906,0.779,0.476
7121,0.906,0.781,0.575
7139,0.912,0.782,0.638
7156,0.918,0.786,0.677
7175,0.926,0.791,0.696
7191,0.931,0.793,0.667
7205,0.932,0.795,0.501
7221,0.932,0.798,0.026
7224,NaN,NaN,NaN
