Time,X,Y,P
16143,0.496,0.438,0.024
16144,0.496,0.435,0.192
16144,0.496,0.435,0.192
16149,0.496,0.433,0.335
16163,0.495,0.42,0.729
16184,0.492,0.389,0.964
16200,0.488,0.36,1
16214,0.486,0.325,1
16230,0.486,0.293,1
16247,0.486,0.262,1
16266,0.489,0.241,1
16282,0.492,0.233,0.913
16300,0.495,0.232,0.292
16313,0.497,0.239,0.013
16314,NaN,NaN,NaN
16387,0.508,0.334,0.099
16396,0.51,0.341,0.397
16396,0.51,0.341,0.397
16414,0.511,0.351,0.692
16432,0.508,0.348,0.892
16447,0.504,0.339,1
16464,0.499,0.322,1
16466,0.498,0.318,1
16481,0.494,0.3,1
16498,0.493,0.284,1
16514,0.495,0.275,1
16530,0.501,0.271,1
16547,0.511,0.269,0.86
16564,0.524,0.271,0.187
16574,0.531,0.271,0.005
16575,NaN,NaN,NaN
