Time,X,Y,P
47778,0.357,0.329,0.022
47794,0.357,0.329,0.124
47794,0.357,0.329,0.124
47810,0.357,0.328,0.169
47834,0.357,0.324,0.292
47851,0.358,0.315,0.421
47872,0.359,0.3,0.528
47872,0.36,0.296,0.54
47894,0.362,0.273,0.604
47914,0.363,0.254,0.659
47938,0.362,0.234,0.755
47956,0.359,0.222,0.858
47978,0.355,0.213,0.942
48000,0.349,0.213,0.956
48018,0.345,0.221,0.808
48042,0.341,0.233,0.093
48046,0.341,0.234,0.038
48047,NaN,NaN,NaN
48261,0.352,0.367,0.021
48270,0.353,0.368,0.112
48270,0.353,0.368,0.112
48292,0.353,0.369,0.169
48302,0.353,0.368,0.001
48303,NaN,NaN,NaN
