Time,X,Y,P
14448,0.039,0.28,0.03
14484,0.04,0.282,0.337
14484,0.04,0.282,0.337
14500,0.041,0.285,0.44
14516,0.043,0.289,0.521
14534,0.045,0.298,0.612
14549,0.047,0.306,0.696
14565,0.047,0.312,0.757
14584,0.047,0.318,0.847
14599,0.047,0.32,0.88
14616,0.046,0.321,0.896
14632,0.047,0.32,0.905
14649,0.047,0.314,0.911
14666,0.049,0.305,0.927
14683,0.051,0.289,0.946
14699,0.054,0.271,0.952
14717,0.055,0.254,0.952
14732,0.056,0.247,0.952
14750,0.057,0.242,0.956
14766,0.057,0.247,0.954
14782,0.058,0.255,0.956
14799,0.058,0.265,0.964
14817,0.059,0.271,0.968
14832,0.061,0.273,0.983
14849,0.063,0.272,1
14866,0.066,0.267,1
14882,0.069,0.262,0.989
14899,0.074,0.255,0.329
14913,0.076,0.252,0.081
14914,NaN,NaN,NaN
