Time,X,Y,P
5676,0.911,0.708,0.022
5691,0.912,0.708,0.218
5691,0.912,0.708,0.218
5707,0.913,0.708,0.31
5727,0.915,0.708,0.368
5746,0.916,0.708,0.431
5757,0.916,0.708,0.464
5774,0.917,0.707,0.606
5796,0.916,0.706,0.858
5812,0.916,0.704,0.921
5824,0.915,0.701,0.94
5842,0.914,0.694,0.97
5844,0.914,0.693,0.978
5858,0.913,0.685,1
5875,0.912,0.676,1
5892,0.911,0.665,1
5912,0.911,0.653,1
5925,0.911,0.644,1
5942,0.912,0.635,1
5958,0.914,0.626,1
5974,0.918,0.621,1
5994,0.926,0.618,1
6008,0.933,0.618,1
6024,0.939,0.619,1
6042,0.944,0.621,1
6062,0.946,0.624,0.87
6074,0.944,0.625,0.333
6086,0.942,0.628,0.032
6088,NaN,NaN,NaN
6187,0.903,0.66,0.007
6188,0.902,0.66,0.171
6188,0.902,0.66,0.171
6194,0.901,0.66,0.448
6207,0.898,0.659,0.7
6228,0.898,0.659,0.802
6246,0.902,0.658,0.979
6258,0.909,0.655,0.991
6275,0.918,0.652,1
6278,0.92,0.652,1
6293,0.928,0.651,1
6310,0.935,0.652,1
6326,0.937,0.654,0.829
6344,0.937,0.656,0.071
6350,NaN,NaN,NaN
