Time,X,Y,P
13155,0.039,0.238,0.03
13168,0.038,0.24,0.185
13168,0.038,0.24,0.185
13185,0.038,0.241,0.263
13202,0.038,0.242,0.39
13223,0.038,0.241,0.521
13235,0.038,0.24,0.544
13252,0.038,0.232,0.618
13267,0.039,0.218,0.675
13285,0.04,0.196,0.747
13302,0.042,0.173,0.884
13318,0.043,0.156,0.948
13334,0.045,0.144,0.97
13351,0.048,0.135,0.979
13368,0.052,0.135,0.985
13385,0.054,0.14,0.987
13403,0.055,0.153,0.974
13418,0.055,0.167,0.944
13436,0.055,0.187,0.913
13451,0.054,0.202,0.903
13468,0.054,0.215,0.894
13485,0.054,0.219,0.884
13502,0.055,0.212,0.903
13518,0.056,0.195,0.933
13535,0.057,0.179,0.952
13553,0.059,0.161,0.952
13568,0.061,0.149,0.843
13585,0.063,0.142,0.454
13602,0.065,0.14,0.05
13603,NaN,NaN,NaN
