Time,X,Y,P
6753,0.793,0.827,0.007
6755,0.793,0.828,0.087
6755,0.793,0.828,0.087
6776,0.792,0.833,0.386
6797,0.79,0.838,0.548
6824,0.787,0.839,0.612
6840,0.784,0.836,0.667
6861,0.781,0.829,0.806
6881,0.776,0.816,0.933
6902,0.775,0.804,0.993
6924,0.776,0.781,1
6944,0.779,0.765,1
6966,0.781,0.745,1
6986,0.781,0.732,1
7007,0.777,0.722,0.679
7027,0.775,0.721,0.11
7034,0.774,0.722,0.009
7035,NaN,NaN,NaN
7106,0.768,0.758,0.013
7111,0.768,0.759,0.255
7111,0.768,0.759,0.255
7130,0.767,0.761,0.677
7151,0.768,0.762,0.841
7175,0.776,0.764,0.909
7177,0.778,0.764,0.886
7194,0.788,0.766,0.397
7208,0.798,0.767,0.017
7210,NaN,NaN,NaN
