Time,X,Y,P
5324,0.788,0.698,0.089
5332,0.787,0.699,0.392
5332,0.787,0.699,0.392
5349,0.786,0.706,0.794
5366,0.785,0.719,0.899
5381,0.785,0.733,0.931
5399,0.785,0.755,0.944
5416,0.785,0.779,0.948
5431,0.786,0.811,0.958
5449,0.787,0.839,0.96
5466,0.79,0.853,0.925
5481,0.794,0.855,0.681
5498,0.801,0.849,0.194
5505,0.803,0.845,0.05
5506,NaN,NaN,NaN
5604,0.821,0.771,0.015
5616,0.817,0.769,0.673
5616,0.817,0.769,0.673
5633,0.81,0.772,1
5634,0.808,0.773,1
5648,0.802,0.778,1
5664,0.791,0.785,1
5681,0.781,0.791,1
5698,0.774,0.792,0.601
5714,0.77,0.789,0.077
5717,0.769,0.789,0.021
5718,NaN,NaN,NaN
