Time,X,Y,P
17580,0.626,0.304,0.015
17590,0.626,0.305,0.077
17591,0.626,0.305,0.077
17607,0.626,0.306,0.167
17623,0.626,0.307,0.224
17640,0.626,0.309,0.347
17657,0.626,0.311,0.417
17689,0.626,0.309,0.536
17707,0.626,0.307,0.597
17724,0.627,0.304,0.659
17740,0.629,0.301,0.696
17741,0.63,0.3,0.702
17756,0.633,0.299,0.724
17774,0.637,0.3,0.739
17790,0.641,0.302,0.755
17807,0.644,0.306,0.788
17823,0.645,0.309,0.858
17840,0.645,0.313,0.94
17858,0.644,0.315,1
17883,0.644,0.314,1
17890,0.644,0.313,1
17907,0.644,0.306,1
17923,0.644,0.292,1
17939,0.643,0.274,1
17958,0.643,0.258,1
17973,0.641,0.247,1
17990,0.638,0.241,1
18007,0.634,0.241,0.86
18024,0.629,0.247,0.55
18040,0.627,0.254,0.312
18057,0.625,0.26,0.003
18058,NaN,NaN,NaN
