Time,X,Y,P
59593,0.053,0.371,0.007
59608,0.053,0.373,0.128
59608,0.053,0.373,0.128
59625,0.053,0.375,0.198
59642,0.053,0.376,0.257
59659,0.053,0.375,0.407
59675,0.053,0.373,0.509
59693,0.053,0.367,0.575
59709,0.053,0.358,0.624
59726,0.053,0.345,0.638
59742,0.053,0.334,0.651
59760,0.053,0.324,0.657
59775,0.053,0.316,0.657
59793,0.053,0.315,0.653
59809,0.053,0.32,0.595
59825,0.053,0.328,0.567
59843,0.054,0.34,0.56
59859,0.054,0.347,0.563
59876,0.055,0.347,0.577
59892,0.056,0.341,0.593
59910,0.057,0.333,0.624
59926,0.059,0.322,0.679
59942,0.061,0.315,0.722
59958,0.063,0.312,0.739
59976,0.066,0.313,0.603
59991,0.068,0.315,0.19
60004,0.069,0.319,0.003
60005,NaN,NaN,NaN
