Time,X,Y,P
19740,0.506,0.873,0.007
19913,0.506,0.872,0.532
19913,0.506,0.872,0.532
19925,0.506,0.871,0.542
19945,0.505,0.867,0.554
19961,0.505,0.864,0.567
19977,0.504,0.859,0.597
19993,0.504,0.854,0.616
20009,0.503,0.849,0.628
20025,0.503,0.846,0.636
20045,0.503,0.841,0.649
20061,0.503,0.836,0.673
20078,0.503,0.832,0.685
20094,0.503,0.827,0.698
20110,0.503,0.824,0.708
20127,0.503,0.82,0.716
20143,0.503,0.815,0.728
20159,0.503,0.812,0.743
20176,0.503,0.808,0.761
20191,0.503,0.805,0.786
20213,0.503,0.801,0.794
20225,0.503,0.799,0.806
20242,0.504,0.798,0.812
20259,0.504,0.795,0.823
20280,0.504,0.793,0.835
20292,0.504,0.792,0.841
20308,0.504,0.789,0.851
20328,0.504,0.788,0.853
20345,0.505,0.786,0.876
20360,0.505,0.784,0.892
20376,0.505,0.781,0.896
20392,0.505,0.778,0.897
20412,0.506,0.775,0.897
20428,0.506,0.772,0.901
20444,0.506,0.771,0.899
20537,0.506,0.772,0.913
20551,0.506,0.773,0.913
20563,0.506,0.774,0.911
20578,0.506,0.775,0.909
20594,0.505,0.778,0.903
20610,0.504,0.78,0.899
20626,0.503,0.781,0.899
20642,0.502,0.785,0.897
20659,0.501,0.786,0.894
20675,0.5,0.789,0.894
20693,0.498,0.792,0.899
20709,0.497,0.793,0.903
20728,0.495,0.795,0.901
20744,0.494,0.796,0.903
20760,0.492,0.798,0.899
20777,0.49,0.798,0.888
20793,0.488,0.799,0.888
20809,0.486,0.799,0.886
20825,0.485,0.799,0.888
20844,0.483,0.799,0.886
20860,0.482,0.798,0.89
20875,0.481,0.796,0.892
20892,0.479,0.795,0.888
20909,0.478,0.794,0.888
20926,0.478,0.792,0.888
20946,0.476,0.789,0.892
20962,0.475,0.786,0.894
20981,0.474,0.782,0.894
20993,0.473,0.78,0.894
21008,0.472,0.776,0.89
21025,0.472,0.772,0.896
21045,0.471,0.768,0.896
21061,0.471,0.765,0.899
21077,0.471,0.762,0.899
21093,0.471,0.759,0.903
21108,0.471,0.756,0.907
21125,0.472,0.754,0.909
21145,0.473,0.751,0.909
21161,0.475,0.748,0.909
21177,0.476,0.747,0.911
21193,0.477,0.746,0.911
21209,0.479,0.745,0.913
21225,0.481,0.745,0.909
21245,0.484,0.745,0.915
21261,0.486,0.746,0.913
21277,0.488,0.746,0.913
21296,0.491,0.747,0.913
21308,0.492,0.748,0.913
21326,0.495,0.751,0.915
21343,0.496,0.752,0.917
21359,0.498,0.753,0.923
21375,0.499,0.754,0.919
21395,0.501,0.755,0.917
21411,0.501,0.755,0.919
21427,0.502,0.756,0.929
21442,0.503,0.758,0.931
21458,0.503,0.758,0.931
21478,0.504,0.759,0.931
21494,0.504,0.759,0.931
21510,0.505,0.76,0.933
21529,0.506,0.761,0.937
21544,0.507,0.761,0.937
21560,0.507,0.762,0.937
21576,0.508,0.762,0.937
21605,0.508,0.762,0.938
21643,0.508,0.762,0.95
21677,0.508,0.762,0.956
21733,0.508,0.762,0.636
21745,0.508,0.764,0.423
21760,0.509,0.765,0.036
21762,NaN,NaN,NaN
