Time,X,Y,P
3929,0.197,0.879,0.032
3973,0.197,0.876,0.286
3973,0.197,0.876,0.286
3989,0.198,0.866,0.351
4006,0.199,0.851,0.378
4006,0.199,0.847,0.382
4027,0.201,0.825,0.403
4040,0.202,0.812,0.417
4058,0.202,0.798,0.448
4073,0.202,0.789,0.483
4094,0.202,0.788,0.491
4107,0.202,0.791,0.501
4125,0.203,0.802,0.501
4141,0.204,0.812,0.501
4157,0.208,0.819,0.499
4173,0.21,0.821,0.499
4194,0.215,0.814,0.505
4206,0.217,0.808,0.507
4223,0.217,0.8,0.526
4240,0.215,0.791,0.542
4258,0.212,0.784,0.563
4276,0.207,0.781,0.585
4292,0.203,0.784,0.571
4308,0.202,0.785,0.45
4323,0.202,0.787,0.042
4327,NaN,NaN,NaN
