Time,X,Y,P
10950,0.617,0.318,0.075
10965,0.619,0.321,0.548
10965,0.619,0.321,0.548
10977,0.621,0.324,0.774
10993,0.621,0.326,0.964
11012,0.621,0.321,1
11030,0.622,0.308,1
11044,0.624,0.294,1
11063,0.628,0.28,1
11079,0.632,0.272,1
11096,0.636,0.267,1
11113,0.64,0.268,0.663
11132,0.644,0.276,0.286
11144,0.645,0.286,0.202
11161,0.647,0.302,0.345
11178,0.649,0.314,0.659
11196,0.65,0.319,0.903
11213,0.649,0.314,1
11227,0.647,0.306,1
11244,0.643,0.287,1
11263,0.637,0.259,1
11282,0.629,0.224,1
11297,0.621,0.186,1
11311,0.616,0.162,1
11328,0.611,0.134,1
11346,0.609,0.12,1
11363,0.613,0.118,0.415
11378,0.618,0.122,0.013
11382,NaN,NaN,NaN
