Time,X,Y,P
17555,0.765,0.326,0.044
17570,0.765,0.324,0.29
17570,0.765,0.324,0.29
17587,0.764,0.321,0.452
17603,0.763,0.318,0.556
17620,0.763,0.312,0.665
17636,0.764,0.304,0.751
17652,0.765,0.296,0.827
17669,0.765,0.292,0.907
17686,0.766,0.291,0.987
17702,0.766,0.293,1
17719,0.766,0.299,1
17736,0.766,0.307,1
17753,0.766,0.319,1
17769,0.766,0.328,1
17786,0.768,0.334,1
17803,0.771,0.335,1
17820,0.774,0.334,1
17835,0.777,0.329,1
17852,0.779,0.322,1
17869,0.779,0.314,1
17887,0.779,0.305,1
17902,0.779,0.3,1
17928,0.779,0.301,1
17937,0.779,0.304,1
17952,0.781,0.311,1
17969,0.782,0.321,1
17986,0.783,0.332,1
18003,0.785,0.338,1
18019,0.787,0.34,1
18036,0.791,0.339,1
18052,0.793,0.334,1
18069,0.795,0.326,1
18086,0.796,0.314,1
18103,0.797,0.302,1
18119,0.797,0.295,1
18135,0.797,0.291,1
18152,0.798,0.289,1
18170,0.797,0.289,0.853
18186,0.797,0.289,0.065
18188,0.797,0.291,0.013
18190,NaN,NaN,NaN
