Time,X,Y,P
38519,0.756,0.272,0.065
38523,0.756,0.271,0.202
38523,0.756,0.271,0.202
38535,0.755,0.271,0.323
38554,0.754,0.271,0.417
38571,0.755,0.271,0.546
38586,0.756,0.272,0.597
38603,0.759,0.273,0.644
38622,0.765,0.275,0.657
38628,0.767,0.276,0.659
38636,0.769,0.276,0.661
38652,0.773,0.276,0.661
38668,0.775,0.275,0.659
38684,0.775,0.272,0.683
38702,0.773,0.264,0.741
38719,0.769,0.253,0.776
38737,0.763,0.241,0.827
38753,0.757,0.232,0.87
38767,0.753,0.224,0.896
38785,0.751,0.216,0.907
38805,0.752,0.213,0.909
38818,0.754,0.212,0.915
38834,0.759,0.212,0.913
38852,0.765,0.214,0.839
38868,0.77,0.216,0.655
38884,0.774,0.218,0.39
38901,0.775,0.219,0.081
38904,NaN,NaN,NaN
