Time,X,Y,P
50474,0.037,0.364,0.03
50483,0.038,0.365,0.149
50483,0.038,0.365,0.149
50499,0.038,0.368,0.251
50515,0.039,0.369,0.29
50532,0.039,0.371,0.353
50549,0.04,0.371,0.423
50565,0.041,0.368,0.583
50582,0.042,0.362,0.69
50600,0.043,0.353,0.794
50616,0.045,0.341,0.854
50616,0.045,0.338,0.864
50633,0.047,0.324,0.901
50650,0.049,0.306,0.925
50666,0.052,0.294,0.948
50682,0.054,0.285,0.981
50698,0.055,0.278,1
50716,0.055,0.274,1
50736,0.055,0.275,1
50749,0.054,0.278,1
50765,0.054,0.285,1
50781,0.054,0.294,1
50799,0.055,0.305,1
50815,0.057,0.312,1
50833,0.06,0.313,1
50849,0.062,0.312,1
50866,0.065,0.306,1
50883,0.069,0.296,1
50900,0.072,0.284,1
50915,0.074,0.272,1
50933,0.075,0.26,1
50948,0.075,0.253,1
50966,0.075,0.247,1
50983,0.075,0.245,1
51000,0.076,0.245,0.978
51016,0.076,0.248,0.005
51017,NaN,NaN,NaN
