Time,X,Y,P
18134,0.767,0.351,0.042
18151,0.766,0.349,0.292
18152,0.766,0.349,0.292
18167,0.765,0.348,0.384
18190,0.765,0.348,0.47
18212,0.768,0.348,0.614
18231,0.774,0.349,0.714
18254,0.782,0.352,0.81
18258,0.785,0.353,0.839
18274,0.794,0.355,0.901
18294,0.801,0.355,0.944
18315,0.807,0.353,0.968
18336,0.808,0.349,1
18400,0.788,0.311,1
18418,0.777,0.296,1
18438,0.768,0.282,1
18458,0.759,0.266,1
18480,0.754,0.254,1
18500,0.752,0.247,1
18524,0.754,0.245,1
18542,0.761,0.246,1
18567,0.776,0.252,1
18584,0.79,0.254,1
18609,0.806,0.256,1
18625,0.814,0.256,1
18652,0.819,0.255,0.952
18668,0.819,0.255,0.78
18684,0.818,0.256,0.015
18685,NaN,NaN,NaN
