Time,X,Y,P
10835,0.907,0.906,0.06
10841,0.908,0.907,0.241
10841,0.908,0.907,0.241
10857,0.911,0.911,0.503
10873,0.911,0.913,0.593
10893,0.911,0.908,0.71
10911,0.911,0.894,0.858
10924,0.911,0.875,0.987
10941,0.909,0.851,1
10958,0.906,0.816,1
10976,0.902,0.784,1
10992,0.899,0.759,1
11008,0.898,0.738,1
11026,0.9,0.728,1
11041,0.905,0.725,1
11058,0.912,0.727,1
11074,0.918,0.733,1
11092,0.925,0.741,1
11108,0.931,0.752,1
11125,0.935,0.762,0.474
11140,0.936,0.771,0.087
11143,0.936,0.772,0.032
11144,NaN,NaN,NaN
11248,0.899,0.808,0.108
11256,0.898,0.808,0.343
11256,0.898,0.808,0.343
11273,0.898,0.813,0.726
11293,0.902,0.82,0.929
11310,0.914,0.828,1
11314,0.916,0.829,1
11326,0.928,0.835,1
11342,0.944,0.841,1
11359,0.962,0.847,1
11375,0.975,0.853,1
11390,0.982,0.858,1
11406,0.989,0.865,1
11423,0.993,0.869,0.749
11442,0.991,0.867,0.017
11447,NaN,NaN,NaN
