Time,X,Y,P
4847,0.068,0.792,0.044
4851,0.068,0.792,0.091
4851,0.068,0.792,0.091
4869,0.069,0.795,0.265
4885,0.069,0.798,0.341
4902,0.067,0.802,0.413
4919,0.064,0.806,0.458
4933,0.06,0.807,0.491
4949,0.054,0.806,0.538
4965,0.047,0.8,0.581
4982,0.042,0.786,0.642
4999,0.039,0.769,0.688
5014,0.04,0.756,0.722
5035,0.045,0.746,0.761
5051,0.051,0.747,0.772
5068,0.057,0.756,0.776
5084,0.062,0.769,0.769
5100,0.065,0.786,0.761
5116,0.067,0.796,0.769
5132,0.067,0.804,0.8
5148,0.067,0.805,0.835
5167,0.066,0.799,0.923
5183,0.066,0.787,1
5201,0.067,0.774,1
5218,0.068,0.764,1
5233,0.069,0.754,0.661
5249,0.072,0.748,0.089
5253,0.072,0.747,0.032
5254,NaN,NaN,NaN
