Time,X,Y,P
31803,0.647,0.332,0.022
31804,0.647,0.333,0.229
31804,0.647,0.333,0.229
31819,0.647,0.334,0.366
31876,0.647,0.333,0.737
31885,0.647,0.332,0.776
31899,0.646,0.328,0.837
31916,0.646,0.321,0.899
31933,0.646,0.313,0.96
31934,0.646,0.311,0.97
31949,0.645,0.299,1
31966,0.645,0.282,1
31982,0.645,0.266,1
31999,0.645,0.251,1
32016,0.645,0.233,1
32033,0.644,0.219,1
32049,0.644,0.208,1
32066,0.644,0.199,1
32083,0.643,0.194,1
32100,0.643,0.191,1
32116,0.643,0.189,1
32234,0.643,0.189,0.366
32250,0.642,0.189,0.095
32251,NaN,NaN,NaN
