Time,X,Y,P
25973,0.756,0.387,0.013
25979,0.756,0.388,0.063
25979,0.756,0.388,0.063
25993,0.756,0.388,0.128
26009,0.756,0.389,0.185
26069,0.756,0.389,0.374
26078,0.757,0.388,0.421
26092,0.759,0.388,0.46
26110,0.765,0.386,0.489
26113,0.767,0.386,0.491
26128,0.772,0.384,0.499
26147,0.78,0.381,0.501
26160,0.784,0.38,0.499
26179,0.789,0.378,0.505
26191,0.792,0.376,0.503
26209,0.793,0.375,0.505
26223,0.793,0.374,0.505
26243,0.791,0.372,0.519
26257,0.788,0.369,0.544
26273,0.781,0.362,0.593
26291,0.772,0.354,0.632
26309,0.762,0.346,0.665
26324,0.756,0.34,0.69
26343,0.748,0.332,0.728
26357,0.745,0.328,0.737
26376,0.743,0.324,0.745
26396,0.744,0.319,0.753
26408,0.745,0.316,0.759
26424,0.748,0.314,0.763
26442,0.754,0.312,0.786
26458,0.761,0.309,0.831
26474,0.769,0.306,0.872
26491,0.778,0.302,0.886
26508,0.787,0.3,0.894
26525,0.794,0.298,0.897
26544,0.798,0.296,0.897
26559,0.8,0.296,0.897
26575,0.801,0.296,0.899
26591,0.802,0.296,0.899
26609,0.802,0.298,0.884
26625,0.801,0.298,0.782
26642,0.801,0.299,0.731
26658,0.801,0.299,0.46
26678,NaN,NaN,NaN
