Time,X,Y,P
12618,0.194,0.349,0.013
12629,0.194,0.351,0.077
12629,0.194,0.351,0.077
12653,0.194,0.351,0.188
12662,0.194,0.349,0.196
12680,0.195,0.347,0.247
12696,0.197,0.34,0.317
12711,0.2,0.333,0.366
12712,0.201,0.332,0.374
12728,0.203,0.325,0.419
12746,0.205,0.318,0.452
12761,0.207,0.311,0.485
12779,0.209,0.306,0.511
12795,0.21,0.304,0.534
12812,0.211,0.302,0.554
12829,0.211,0.304,0.589
12845,0.211,0.309,0.61
12863,0.211,0.32,0.606
12878,0.212,0.329,0.614
12896,0.212,0.344,0.634
12913,0.213,0.355,0.679
12928,0.213,0.359,0.694
12946,0.213,0.36,0.696
12963,0.214,0.36,0.528
12979,0.215,0.36,0.085
12980,NaN,NaN,NaN
