Time,X,Y,P
7756,0.648,0.854,0.009
7763,0.647,0.854,0.149
7764,0.647,0.854,0.149
7781,0.647,0.855,0.228
7796,0.647,0.856,0.308
7814,0.647,0.858,0.351
7828,0.649,0.859,0.409
7846,0.651,0.86,0.431
7866,0.654,0.861,0.452
7879,0.657,0.859,0.462
7881,0.658,0.859,0.464
7896,0.66,0.855,0.479
7912,0.663,0.848,0.497
7930,0.665,0.84,0.515
7948,0.665,0.831,0.524
7963,0.664,0.824,0.534
7979,0.662,0.816,0.54
7996,0.659,0.811,0.569
8013,0.656,0.809,0.655
8030,0.654,0.811,0.737
8045,0.653,0.813,0.772
8065,0.653,0.822,0.804
8079,0.654,0.833,0.806
8098,0.657,0.847,0.81
8114,0.662,0.861,0.778
8130,0.665,0.871,0.642
8147,0.668,0.876,0.276
8161,0.669,0.878,0.05
8162,NaN,NaN,NaN
